Product Name;Part;Part Description;Part Type;Labor Tier;Currency;Stock Price;Exchange Price;EEE Code;Substitute Part;Component Group;Serialized Module;Requires Diagnostic
urBeats (1st generation);S5209Z/A;ROR REPAIRABLE,BEATS,WIRED EARPHONE; ; ;EUR;48,75;0;; ; ;N;N
urBeats (2nd Generation);S5209Z/A;ROR REPAIRABLE,BEATS,WIRED EARPHONE; ; ;EUR;48,75;0;; ; ;N;N
urBeats (2nd generation);S5209Z/A;ROR REPAIRABLE,BEATS,WIRED EARPHONE; ; ;EUR;48,75;0;; ; ;N;N
Powerbeats2 Wireless;S5278Z/A;ROR REPAIRABLE,BEATS,WIRELESS EARPHONE; ; ;EUR;78,75;0;; ; ;N;N
Solo2 Wireless;S5281Z/A;ROR REPAIRABLE,WIRELESS 1.5 & SOLO 2 WL; ; ;EUR;101,25;0;; ; ;N;N
Wireless (1.5);S5281Z/A;ROR REPAIRABLE,WIRELESS 1.5 & SOLO 2 WL; ; ;EUR;101,25;0;; ; ;N;N
Solo2 Wireless;S5321Z/A;ROR,BATTERY,WIRELESS 1.5 & SOLO 2 WL; ; ;EUR;62,5;0;; ; ;N;N
Wireless (1.5);S5321Z/A;ROR,BATTERY,WIRELESS 1.5 & SOLO 2 WL; ; ;EUR;62,5;0;; ; ;N;N
iPhone 6;S5241Z/A;TIER 4 MODULE RPLCMNT CHG-EMEA-INT; ; ;EUR;76,03;0;; ; ;N;N
Apple Watch Hermes 38mm;S5358Z/A;WATCH FLAT RATE; ; ;EUR;270,47;0;; ; ;N;N
Apple Watch Hermes 42mm;S5358Z/A;WATCH FLAT RATE; ; ;EUR;270,47;0;; ; ;N;N
Watch Standard 38mm;S5358Z/A;WATCH FLAT RATE; ; ;EUR;270,47;0;; ; ;N;N
Watch Standard 42mm;S5358Z/A;WATCH FLAT RATE; ; ;EUR;270,47;0;; ; ;N;N
Watch Sport 38mm;S5357Z/A;WATCH FLAT RATE, SPORT; ; ;EUR;192,97;0;; ; ;N;N
Watch Sport 42mm;S5357Z/A;WATCH FLAT RATE, SPORT; ; ;EUR;192,97;0;; ; ;N;N
Watch Sport 38mm;S5363Z/A;WATCH NON-REPAIRABLE,SPORT,38MM; ; ;EUR;263,5;0;; ; ;N;N
Watch Sport 42mm;S5367Z/A;WATCH NON-REPAIRABLE,SPORT,42MM; ; ;EUR;302,25;0;; ; ;N;N
Watch Standard 38mm;S5455Z/A;WATCH NON-REPAIRABLE,SS BLACK,38MM; ; ;EUR;457,25;0;; ; ;N;N
Watch Standard 42mm;S5456Z/A;WATCH NON-REPAIRABLE,SS BLACK,42MM; ; ;EUR;496;0;; ; ;N;N
Apple Watch Hermes 38mm;S5364Z/A;WATCH NON-REPAIRABLE,SS,38MM; ; ;EUR;457,25;0;; ; ;N;N
Watch Standard 38mm;S5364Z/A;WATCH NON-REPAIRABLE,SS,38MM; ; ;EUR;457,25;0;; ; ;N;N
Apple Watch Hermes 42mm;S5368Z/A;WATCH NON-REPAIRABLE,SS,42MM; ; ;EUR;496;0;; ; ;N;N
Watch Standard 42mm;S5368Z/A;WATCH NON-REPAIRABLE,SS,42MM; ; ;EUR;496;0;; ; ;N;N
Apple Watch Hermes 38mm;S5361Z/A;WATCH REPAIRABLE DAMAGE; ; ;EUR;270,47;0;; ; ;N;N
Apple Watch Hermes 42mm;S5361Z/A;WATCH REPAIRABLE DAMAGE; ; ;EUR;270,47;0;; ; ;N;N
Watch Standard 38mm;S5361Z/A;WATCH REPAIRABLE DAMAGE; ; ;EUR;270,47;0;; ; ;N;N
Watch Standard 42mm;S5361Z/A;WATCH REPAIRABLE DAMAGE; ; ;EUR;270,47;0;; ; ;N;N
Watch Sport 38mm;S5360Z/A;WATCH REPAIRABLE DAMAGE SPORT; ; ;EUR;192,97;0;; ; ;N;N
Watch Sport 42mm;S5360Z/A;WATCH REPAIRABLE DAMAGE SPORT; ; ;EUR;192,97;0;; ; ;N;N
